"path","id","parent_id","level","object_id","object_type","object_key","query_status","query_time","query_type","message","created_time","like_count","comment_count","error.message","from.name","from.id","comments.data","comments.summary.order","comments.summary.total_count","comments.summary.can_comment","reactions.data","reactions.summary.total_count","reactions.summary.viewer_reaction","like.data","like.summary.total_count","like.summary.viewer_reaction","love.data","love.summary.total_count","love.summary.viewer_reaction","haha.data","haha.summary.total_count","haha.summary.viewer_reaction","wow.data","wow.summary.total_count","wow.summary.viewer_reaction","sad.data","sad.summary.total_count","sad.summary.viewer_reaction","angry.data","angry.summary.total_count","angry.summary.viewer_reaction","id","summary.order","summary.total_count","summary.can_comment","parent.created_time","parent.message","paging.cursors.before","paging.cursors.after"
"109581087317624/109581087317624_615392513403143/109581087317624_615392513403143","2650","1913","2","109581087317624_615392513403143","data","data.*","fetched (200)","2022-10-12 08:13:22.468901","Facebook:/<post-id>/comments","幾十張 一個字都唔中  難過中","2022-09-27T14:04:28+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109581087317624/109581087317624_615392513403143/109581087317624_615392513403143","2651","1913","2","109581087317624_615392513403143","data","data.*","fetched (200)","2022-10-12 08:13:22.468901","Facebook:/<post-id>/comments","申請Za bank貸款輸入邀請碼 BX5X64 可獲九折貸款優惠券","2022-09-27T22:29:44+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109581087317624/109581087317624_615392513403143/109581087317624_615392513403143","2652","1913","2","109581087317624_615392513403143","data","data.*","fetched (200)","2022-10-12 08:13:22.468901","Facebook:/<post-id>/comments","I am done today of CNY mission 100 China dollars","2022-09-28T05:02:49+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109581087317624/109581087317624_615392513403143/109581087317624_615392513403143","2653","1913","2","109581087317624_615392513403143","data","data.*","fetched (200)","2022-10-12 08:13:22.468901","Facebook:/<post-id>/comments","","2022-09-28T05:02:59+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109581087317624/109581087317624_615392513403143/109581087317624_615392513403143","2654","1913","2","109581087317624_615392513403143","data","data.*","fetched (200)","2022-10-12 08:13:22.468901","Facebook:/<post-id>/comments","","2022-09-28T05:03:03+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109581087317624/109581087317624_615392513403143/109581087317624_615392513403143","2655","1913","2","109581087317624_615392513403143","data","data.*","fetched (200)","2022-10-12 08:13:22.468901","Facebook:/<post-id>/comments","","2022-09-28T05:03:06+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109581087317624/109581087317624_615392513403143/109581087317624_615392513403143","2656","1913","2","109581087317624_615392513403143","data","data.*","fetched (200)","2022-10-12 08:13:22.468901","Facebook:/<post-id>/comments","","2022-09-28T05:03:09+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109581087317624/109581087317624_615392513403143/109581087317624_615392513403143","2657","1913","2","109581087317624_615392513403143","data","data.*","fetched (200)","2022-10-12 08:13:22.468901","Facebook:/<post-id>/comments","📢 真心分享：立即下載及申請 ZA Bank！用 最新邀請碼 L44838 開戶 可以獲得 HKD 250現金獎賞*  仲有一大堆優惠等緊你： 1️⃣ 開戶即攞一張「百萬勁抽券」，有機會獨贏港幣一百萬現金獎賞！🤩  2️⃣ 開戶可享1% p.a. 定存加息券，賺高達 HKD 250三個月定存額外利息 💵  ️3⃣ 咖啡買一送一！Classified、Feather & Bone、Hazel & Hershey 等 6 間型格咖啡店畀妳同朋友隨時打卡！☕  4️⃣而家你更可最快 5 分鐘開戶並認購環球知名基金！^  現在用最新邀請碼 L44838 開戶還可以獲得 HKD 250現金獎賞*！💰  「* 開戶第五日至下月底 期間每日資金結餘達HKD50000或以上 」  受條款及細則約束。  ^投資涉及風險。  立即去開戶啦！","2022-09-28T17:52:56+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109581087317624/109581087317624_615392513403143/109581087317624_615392513403143","2658","1913","2","109581087317624_615392513403143","data","data.*","fetched (200)","2022-10-12 08:13:22.468901","Facebook:/<post-id>/comments","點解人地中到 真係有需要嘅人又中唔到=.=","2022-09-29T09:11:44+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109581087317624/109581087317624_615392513403143/109581087317624_615392513403143","2659","1913","2","109581087317624_615392513403143","data","data.*","fetched (200)","2022-10-12 08:13:22.468901","Facebook:/<post-id>/comments","📢 真心分享：我想邀請你一齊用 ZA Bank！最快 5 分鐘開戶並可認購環球知名基金！^  仲有一大堆優惠等緊你： 1️⃣ 開戶即攞一張「百萬勁抽券」，有機會獨贏港幣一百萬現金獎賞！🤩  2️⃣ 開戶可享 1.7% p.a. 定存加息券，賺三個月定存額外利息 💵  ️3⃣ 咖啡買一送一！Classified、Feather & Bone、Hazel & Hershey 等 6 間型格咖啡店畀妳同朋友隨時打卡！☕   現在用我的邀請碼[C4EU97]開戶還可以獲得 HKD 250 現金獎賞*！💰   受條款及細則約束。  ^投資涉及風險。  立即去開戶啦！👇 👇 https://l.za.group/LyVj_10001","2022-10-01T06:11:22+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109581087317624/109581087317624_615392513403143/109581087317624_615392513403143","2660","1913","2","109581087317624_615392513403143","data","data.*","fetched (200)","2022-10-12 08:13:22.468901","Facebook:/<post-id>/comments","幫幫手：一齊打開百萬勁抽扭蛋，贏百萬現金！ 我正在打開百萬勁抽任務扭蛋，你只要幫手敲一敲，就可以幫我解鎖百萬勁抽券啦！ https://l.za.group/MdlS_10001","2022-10-02T00:35:23+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109581087317624/109581087317624_615392513403143/109581087317624_615392513403143","2661","1913","2","109581087317624_615392513403143","data","data.*","fetched (200)","2022-10-12 08:13:22.468901","Facebook:/<post-id>/comments","📢 真心分享：立即下載及申請 ZA Bank！用 最新邀請碼 L44838 開戶 可以獲得 HKD 250現金獎賞*  仲有一大堆優惠等緊你： 1️⃣ 開戶即攞一張「百萬勁抽券」，有機會獨贏港幣一百萬現金獎賞！🤩  2️⃣ 開戶可享1% p.a. 定存加息券，賺高達 HKD 250三個月定存額外利息 💵  ️3⃣ 咖啡買一送一！Classified、Feather & Bone、Hazel & Hershey 等 6 間型格咖啡店畀妳同朋友隨時打卡！☕  4️⃣而家你更可最快 5 分鐘開戶並認購環球知名基金！^  現在用最新邀請碼 L44838 開戶還可以獲得 HKD 250現金獎賞*！💰  「* 開戶第五日至下月底 期間每日資金結餘達HKD50000或以上 」  受條款及細則約束。  ^投資涉及風險。  立即去開戶啦！","2022-10-05T10:04:20+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109581087317624/109581087317624_615392513403143/109581087317624_615392513403143","2662","1913","2","109581087317624_615392513403143","data","data.*","fetched (200)","2022-10-12 08:13:22.468901","Facebook:/<post-id>/comments","🙂🙂🙂 ZA bank 有效開户邀請碼  L44838 申請銀行戶口存款五萬至下月底可獲$250 申請銀行貸款輸入邀請碼 L44838可獲九折貸款優惠券","2022-10-07T23:33:24+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109581087317624/109581087317624_615392513403143/109581087317624_615392513403143","2663","1913","2","109581087317624_615392513403143","data","data.*","fetched (200)","2022-10-12 08:13:22.468901","Facebook:/<post-id>/comments","做得好假下🙈","2022-10-09T13:26:30+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109581087317624/109581087317624_615392513403143/109581087317624_615392513403143","2664","1913","2","109581087317624_615392513403143","offcut","","fetched (200)","2022-10-12 08:13:22.468901","Facebook:/<post-id>/comments","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","chronological","22","True","","","WTI5dGJXVnVkRjlqZAFhKemIzSTZAORFEyTlRrek1qZAzNNekF4TWpBMU9qRTJOalF4T1RNME1UZAz0ZD","WTI5dGJXVnVkRjlqZAFhKemIzSTZANVFV6TkRreE56TTNNelU1TkRnNE1Eb3hOalkxTXpJeE9Ua3gZD"
"109581087317624/109581087317624_612956843646710","1914","1142","1","109581087317624_612956843646710","data","data.*","fetched (200)","2022-10-01 19:20:12.278400","Facebook:/<page-id>/posts","【又食又拎基本啦！🍽 食勻港九再拎足 11% 回贈！😋】   TGIF! 常識題：放假食乜好？ 個腦係咪即刻諗起好多間餐廳？   咁就啱啦！無論想食乜，只要你係 ZA Bank 客戶兼用 ZA Card 去以下餐廳消費，就可以享有 11% 回贈*！優惠去到 9 月 30 日咋，想食乜就趁快啦！   🍗食肉獸必食  燒肉男 Yakiniku Otoko – 大涮日式燒肉放題 🥩  Wingman HK – 全港唯一慢煮再炸嘅雞翼專門店 🍖  Maka Hiki – 特色夏威夷 poke bowl 冇得輸 🥗   ☕️慢活之選  Preface Coffee & Wine – 用年代劃分嘅咖啡你試過未 ⏳  Soft Thunder – 新鮮出爐嘅牛角包等緊你 🥐  hara kako – 來一杯手沖精品咖啡細味人生 ☕️   🌯舌尖去旅行  Bedu HK – 驚喜中東美食 🍲  Enso – 去日式居酒屋止住鄉愁先 🍶  HANDS - Craft Beer & Magic – 有手工啤酒有創新佐酒菜仲有駐場魔術師 🍻   講住咁多先，不過  ZA Card 嘅優惠又點止咁少！即刻睇吓仲有邊啲心水餐廳有 11% 回贈啦： https://bit.ly/3dw9ov6   #開飯啦 #成個星期出街食是常識吧 #ZABank #ZACard  *推廣由即日起至 9 月 30 日，憑 ZA Card 於指定餐廳消費可享 11% ZA Coin 回贈。優惠受條款及細則約束： bit.ly/3qVJTXc","2022-09-23T08:57:13+0000","","","","ZA Bank","109581087317624","","ranked","3","True","","22","NONE","","19","NONE","","1","NONE","","0","NONE","","0","NONE","","0","NONE","","2","NONE","109581087317624_612956843646710","","","","","","",""
"109581087317624/109581087317624_612956843646710/109581087317624_612956843646710","2665","1914","2","109581087317624_612956843646710","data","data.*","fetched (200)","2022-10-12 08:13:23.000639","Facebook:/<post-id>/comments","📢 真心分享：立即下載及申請  ZA Bank！用最新邀請碼 C943N3成功申請 用ZA Card 消費一次賺$150   用C943N3 成功開戶，仲可以參加 ZA 百萬勁抽，有機會獲得港幣一百萬現金獎賞！🤩  受條款及細則約束。  *需在成功開戶後 14 日內用 ZA Card 作任何消費  即刻去開戶啦！👇 https://bank.za.group/hk/mgm?t=2-C943N3-3&s=1","2022-09-25T06:46:29+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109581087317624/109581087317624_612956843646710/109581087317624_612956843646710","2666","1914","2","109581087317624_612956843646710","data","data.*","fetched (200)","2022-10-12 08:13:23.000639","Facebook:/<post-id>/comments","📢 真心分享：立即下載及申請 ZA Bank！用 最新邀請碼 L44838 開戶 可以獲得 HKD 250現金獎賞*  仲有一大堆優惠等緊你： 1️⃣ 開戶即攞一張「百萬勁抽券」，有機會獨贏港幣一百萬現金獎賞！🤩  2️⃣ 開戶可享1% p.a. 定存加息券，賺高達 HKD 250三個月定存額外利息 💵  ️3⃣ 咖啡買一送一！Classified、Feather & Bone、Hazel & Hershey 等 6 間型格咖啡店畀妳同朋友隨時打卡！☕  4️⃣而家你更可最快 5 分鐘開戶並認購環球知名基金！^  現在用最新邀請碼 L44838 開戶還可以獲得 HKD 250現金獎賞*！💰  「* 開戶第五日至下月底 期間每日資金結餘達HKD50000或以上 」  受條款及細則約束。  ^投資涉及風險。  立即去開戶啦！","2022-10-05T10:04:34+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109581087317624/109581087317624_612956843646710/109581087317624_612956843646710","2667","1914","2","109581087317624_612956843646710","data","data.*","fetched (200)","2022-10-12 08:13:23.000639","Facebook:/<post-id>/comments","🙂🙂🙂 ZA bank 有效開户邀請碼  L44838 申請銀行戶口存款五萬至下月底可獲$250 申請銀行貸款輸入邀請碼 L44838 可獲九折貸款優惠券","2022-10-05T10:04:39+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109581087317624/109581087317624_612956843646710/109581087317624_612956843646710","2668","1914","2","109581087317624_612956843646710","offcut","","fetched (200)","2022-10-12 08:13:23.000639","Facebook:/<post-id>/comments","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","chronological","3","True","","","WTI5dGJXVnVkRjlqZAFhKemIzSTZAOalUzTWpJMU1UVXlOREkyTURZAek9qRTJOalF3T0Rnek9UQT0ZD","WTI5dGJXVnVkRjlqZAFhKemIzSTZAOak0wTVRBd056VXhOakE1TVRJM09qRTJOalE1TmpReU56az0ZD"
"109581087317624/109581087317624_608062260802835","1915","1142","1","109581087317624_608062260802835","data","data.*","fetched (200)","2022-10-01 19:20:12.278400","Facebook:/<page-id>/posts","【SHAKE SHACK x ZA Bank 賞你免費漢堡】😋  過咗中秋，和煦嘅陽光下終於帶有陣陣微風，呢個天氣最適合去公園野餐！如果可以望住個海景，歎住大大個漢堡🍔、大大杯汽水🥤就最爽喇！   機會嚟喇，飛雲！依家只要參加以下有獎遊戲，就有機會贏得免費 SHAKE SHACK 單層漢堡一個，名額 100 個 🤩！即刻叫埋朋友按以下步驟參加啦～  1️⃣ Like/讚好 ZA Bank 專頁及本帖文 2️⃣ 於本帖文下留言分享自己最鍾意嘅 SHAKE SHACK 漢堡 3️⃣ Tag/標記三個想一齊去野餐嘅朋友  截止時間：9 月 25 日晚上 11 時 59 分  想再獲得更多 SHAKE SHACK 滋味獎賞，就要記得每次用 ZA Card 消費後參加「最勁抽」啦！  #由圓方分店行去西九野餐啱啱好 #由PP去添馬公園又得 #喺ifc望住海景都一樣歎 #ZABank #ZACard #SHAKESHACK ------- * ZA Bank 會隨機抽出 100 名參加者獲得 Shake Shack 免費單層漢堡換領券一張。得獎者名單將於 2022 年 9 月 30 日或之前於 ZA Bank Facebook 專頁內公佈。活動受條款及細則 (bit.ly/3eUkb2G) 約束。","2022-09-17T04:00:05+0000","","","","ZA Bank","109581087317624","","ranked","1080","True","","1102","NONE","","1098","NONE","","4","NONE","","0","NONE","","0","NONE","","0","NONE","","0","NONE","109581087317624_608062260802835","","","","","","",""
"109581087317624/109581087317624_608062260802835/109581087317624_608062260802835","2669","1915","2","109581087317624_608062260802835","data","data.*","fetched (200)","2022-10-12 08:13:24.003077","Facebook:/<post-id>/comments","📢 真心分享：立即下載及申請 ZA Bank！用 最新邀請碼 L44838 開戶 可以獲得 HKD 250現金獎賞*  仲有一大堆優惠等緊你： 1️⃣ 開戶即攞一張「百萬勁抽券」，有機會獨贏港幣一百萬現金獎賞！🤩  2️⃣ 開戶可享1% p.a. 定存加息券，賺高達 HKD 250三個月定存額外利息 💵  ️3⃣ 咖啡買一送一！Classified、Feather & Bone、Hazel & Hershey 等 6 間型格咖啡店畀妳同朋友隨時打卡！☕  4️⃣而家你更可最快 5 分鐘開戶並認購環球知名基金！^  現在用最新邀請碼 L44838 開戶還可以獲得 HKD 250現金獎賞*！💰  「* 開戶第五日至下月底 期間每日資金結餘達HKD50000或以上 」  受條款及細則約束。  ^投資涉及風險。  立即去開戶啦！👇 👇 https://l.za.group/l4Ls","2022-09-17T04:10:34+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109581087317624/109581087317624_608062260802835/109581087317624_608062260802835","2670","1915","2","109581087317624_608062260802835","data","data.*","fetched (200)","2022-10-12 08:13:24.003077","Facebook:/<post-id>/comments","招牌芝士漢堡￼","2022-09-17T04:16:16+0000","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109581087317624/109581087317624_608062260802835/109581087317624_608062260802835","2671","1915","2","109581087317624_608062260802835","data","data.*","fetched (200)","2022-10-12 08:13:24.003077","Facebook:/<post-id>/comments","羅素嫻,Bobo Wong,Karlaileung Leung","2022-09-17T04:17:25+0000","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022-09-17T04:16:16+0000","招牌芝士漢堡￼","",""
"109581087317624/109581087317624_608062260802835/109581087317624_608062260802835","2672","1915","2","109581087317624_608062260802835","data","data.*","fetched (200)","2022-10-12 08:13:24.003077","Facebook:/<post-id>/comments","I like shack burger and cheese fries… yummy Yuki Sum June Sun Jolie Lai","2022-09-17T04:18:52+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109581087317624/109581087317624_608062260802835/109581087317624_608062260802835","2673","1915","2","109581087317624_608062260802835","data","data.*","fetched (200)","2022-10-12 08:13:24.003077","Facebook:/<post-id>/comments","Shack Stack Shirley Leung Ricky Ng Lai Fun Kwok","2022-09-17T04:19:24+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109581087317624/109581087317624_608062260802835/109581087317624_608062260802835","2674","1915","2","109581087317624_608062260802835","data","data.*","fetched (200)","2022-10-12 08:13:24.003077","Facebook:/<post-id>/comments","ShackBurger®芝士漢堡  Samantha Sze Dino Choi Emily Tang","2022-09-17T04:20:28+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109581087317624/109581087317624_608062260802835/109581087317624_608062260802835","2675","1915","2","109581087317624_608062260802835","data","data.*","fetched (200)","2022-10-12 08:13:24.003077","Facebook:/<post-id>/comments","最中意一定係shack stack，因為自己中意食cheeseburger，但又想食shroom呢個大菇，所以shack stack可以一次過滿足我2個願望！  Lee Min Hin Stefany Lin Peter Chan","2022-09-17T04:26:15+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109581087317624/109581087317624_608062260802835/109581087317624_608062260802835","2676","1915","2","109581087317624_608062260802835","data","data.*","fetched (200)","2022-10-12 08:13:24.003077","Facebook:/<post-id>/comments","最愛 single shack burger","2022-09-17T04:26:19+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109581087317624/109581087317624_608062260802835/109581087317624_608062260802835","2677","1915","2","109581087317624_608062260802835","data","data.*","fetched (200)","2022-10-12 08:13:24.003077","Facebook:/<post-id>/comments","最喜歡ShackBurger, 單層芝士漢堡配生菜、番茄及自家秘製 ShackSauce, 幾好食冇伏 Dave Kam George Chiang Bob Liang","2022-09-17T04:26:20+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109581087317624/109581087317624_608062260802835/109581087317624_608062260802835","2678","1915","2","109581087317624_608062260802835","data","data.*","fetched (200)","2022-10-12 08:13:24.003077","Facebook:/<post-id>/comments","shack stack Fung Ho Cyrus Chan Winnie Chung","2022-09-17T04:28:01+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109581087317624/109581087317624_608062260802835/109581087317624_608062260802835","2679","1915","2","109581087317624_608062260802835","data","data.*","fetched (200)","2022-10-12 08:13:24.003077","Facebook:/<post-id>/comments","喜歡Smoke Shack Single，有塊煙肉邪惡啲，仲有啲辣椒，滿口肉汁，加埋煙肉油香，yummy ❤️ Jacky Shiu Anne Hi Yat Chung Mak","2022-09-17T04:28:24+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109581087317624/109581087317624_608062260802835/109581087317624_608062260802835","2680","1915","2","109581087317624_608062260802835","data","data.*","fetched (200)","2022-10-12 08:13:24.003077","Facebook:/<post-id>/comments","I like the shake shake juicy burger. 支持ZA BANK, 最好有COMMENT都派劵, 吾須要抽","2022-09-17T04:29:24+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109581087317624/109581087317624_608062260802835/109581087317624_608062260802835","2681","1915","2","109581087317624_608062260802835","data","data.*","fetched (200)","2022-10-12 08:13:24.003077","Facebook:/<post-id>/comments","我喜歡招牌芝士漢堡 Chris Ng Samuel Chan Peter Wong","2022-09-17T04:31:32+0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109581087317624/109581087317624_608062260802835/109581087317624_608062260802835","2682","1915","2","109581087317624_608062260802835","data","data.*","fetched (200)","2022-10-12 08:13:24.003077","Facebook:/<post-id>/comments","我鍾意Shack burger❤️‍🔥 配料生菜蕃茄新鮮。 每一啖都充滿牛肉汁 停唔到口 ZA 今次滿足我慾望 Meigi Chung Johnny Yip Iris Lam","2022-09-17T04:32:04+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109581087317624/109581087317624_608062260802835/109581087317624_608062260802835","2683","1915","2","109581087317624_608062260802835","data","data.*","fetched (200)","2022-10-12 08:13:24.003077","Facebook:/<post-id>/comments","ShackBurger 最正, 單層芝士漢堡新鮮生菜、靚番茄和美味 ShackSauce, 一流口味 Tommy Chow Sunny Hill Mei Ling Cheung","2022-09-17T04:32:07+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109581087317624/109581087317624_608062260802835/109581087317624_608062260802835","2684","1915","2","109581087317624_608062260802835","data","data.*","fetched (200)","2022-10-12 08:13:24.003077","Facebook:/<post-id>/comments","想試Shroom Burger, 因為我是素食者, 啡菇加特芝士生菜都幾正氣 Patty Liu Judy Chung Emily Au","2022-09-17T04:32:49+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109581087317624/109581087317624_608062260802835/109581087317624_608062260802835","2685","1915","2","109581087317624_608062260802835","data","data.*","fetched (200)","2022-10-12 08:13:24.003077","Facebook:/<post-id>/comments","Chicken Burger 雞夠脆  醬汁足夠  好高質 Ricky Tam Raymond Yong SMile OO Ying","2022-09-17T04:33:24+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
