bank,id,date,message,pos_reaction,neg_reaction,shares,comments,Main_Business_Seg,Deposits,Foreign_Exchange,Acquisition,Loan,Mortgages,Credit_Cards,Investments,Insurance,Payment_and_Transfer,Branch,MPF,WM,Main_Topics,Education,Rebate,Beauty,Lucky_Draw,Travel,Bill_Payment,Food_and_drinks,Rewards,Salary,Shopping_and_Entertainment,Transport,Health_and_Wellness,Event_and_Festival,Celebrity_and_Influencers,Award,Community,Green,Consumption_Voucher,Metaverse_and_NFT,Promotion,Reminder,News,Remarks,hour,hour_time,Popularity
HSBC,26027,44832,"#睇片贏獎品【國泰航空／滙豐香港國際七人欖球賽有獎問答遊戲，贏取現場觀賽機會📣】 萬眾曯目嘅滙豐／國泰航空香港國際七人欖球賽終於喺11月強勢回歸！ 🎉即刻睇香港欖球代表隊係The Sandbox元宇宙嘅比賽片段，贏取門票！🙌🏻  睇完片後，用emoji形容一下你對呢場元宇宙比賽嘅興奮心情，就有機會得到兩套三日賽事門票，同你嘅BFF一齊感受比賽氣氛，為港隊打氣！🥳  🎁遊戲獎品：兩套三日賽事門票（共五份） 📌遊戲玩法： 1. 讚好滙豐香港 Facebook  2. 喺呢個Post留言，再tag兩位親朋好友 3. HSBC 會以隨機抽獎形式抽出5位朋友，每位將獲得獎品一份 (價值港幣3,900元） 遊戲日期：2022年9月28日至10月5日晚上11時59分 得獎名單公布日期：2022年10月10日於此帖文公佈，並有專人聯絡領獎方法 遊戲條款及細則： https://grp.hsbc/6009MZKxW 優惠受條款及細則約束。此優惠適用於身處香港人士。  #滙豐 #TheSandBox  #香港國際七人欖球賽 #欖球 #有獎遊戲  #WatchandWin【Cathay Pacific/HSBC Hong Kong Sevens Tickets Giveaway: Your Chance to Cheer for the Local Team🥰】 The much-anticipated HSBC/Cathay Pacific Hong Kong Sevens will finally make a comeback this November! Here’s your chance to WIN a pair of weekend tickets for the Hong Kong Sevens. Simply play the clip below and *using only emojis* share your excitement about our latest venture into the Sandbox.   5 winners with be randomly drawn and given the chance to attend the event in person and cheer for the Hong Kong team🥳.   🎁Prize: Two weekend tickets to the Hong Kong Sevens (5 winners)  📌To Enter: 1. Like the HSBC HK Facebook  2. Share your excitement in the comment box below – using emojis only and tag 2 friends 3. HSBC will randomly draw 5 lucky winners, each will win the prize (Value: HKD 3,900) Duration：28 Sep – 5 Oct 2022 (11:59pm)  Winners will be announced on 10 October 2022 under this post, and will be contacted shortly for prize redemption. T&C: https://grp.hsbc/6002MZKIp Terms and conditions apply. This offer is intended for persons in Hong Kong.  #HSBC #Giveaway #HongKongSevens #TheSandbox #Rugby",1408,10,435,1428,Acquisition,0,0,1,0,0,0,0,0,0,0,0,0,Metaverse_and_NFT,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,國泰航空 國際七人欖球賽 有獎問答遊戲 門票 元宇宙 讚好 留言 tag 抽獎 獎品,10,10.05,0.309570799
HSBC,26157,44719,【一轉享有全民獎賞】  姜濤自創招式「 #姜の轉 」令全城狂歡🕺🏻，你都快啲一齊轉，轉用PayMe拎消費券啦🍾！   「PayMeow x 姜濤」天團搞「轉」個party🎉，慶祝全民一齊轉🏙。第二階段消費券計劃就快有得登記喇✍🏻，快啲做好準備轉用PayMe拎消費券，一轉有賞💰！  立即下載PayMe：https://grp.hsbc/PMW2FB25s    #滙豐 #滙豐香港 #PayMeHK #2022年消費券計劃第二階段 #第二階段消費券 #全民一轉有賞  受條款及細則約束。 儲值支付工具牌照編號：SVFB002  【Switch to get more rewards!】  Keung To’s original “KT Spin” has everyone hyped. Spin with us and switch to PayMe to receive your consumption voucher🍾!  Let’s celebrate with the PayMe duo 🎉! The phase II consumption voucher is arriving soon✍🏻.  Get yourself ready to receive your consumption voucher with PayMe for awesome rewards💰!  Download PayMe now: https://grp.hsbc/PMW2FB25s  _x000B_#HSBC #HSBCHK #PayMeHK #2022PhaseIIConsumptionVoucherScheme #PhaseIICVS #RewardsforAll  Terms and conditions apply. SVF license: SVFB002,2779,12,142,183,Payment_and_Transfer,0,0,0,0,0,0,0,0,1,0,0,0,Celebrity_and_Influencers,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,獎賞 姜濤 PayMe 消費券,18,18.01666667,0.293175894
HSBC,26144,44735,"【消費券優惠好多好多 留言講低你嘅心水 贏獎賞！】 當你愛獎賞，獎賞就會走到埋身🫂！PayMe推出超多消費券優惠，立即留言話畀我哋知你最期待邊一樣消費券優惠😍，就有機會贏走總值港幣500元嘅PayMe折扣優惠券，盡情喺全城35,000間大小商店消費！  PayMe消費券優惠： 1/ 登記即有賞 2/ 全民大抽獎 3/ 推薦友好賞 4/ 推薦終極獎 5/ PayMe 商戶優惠 6/ 滙豐信用卡獎賞 7/ 滙豐保險客戶獎賞  中小企同樣有賞，記得用PayMe畀錢，一齊支持本地商店！ 8/ PayMe for Business 新客戶可享0%交易費及迎新奬賞  遊戲玩法： 1️⃣讚好滙豐香港 Facebook 專頁 2️⃣留言分享你最期待嘅消費券優惠 (1-8) 並Tag 3位朋友_x000B_ 3️⃣HSBC將隨機抽出5位得獎者_x000B_ _x000B_  獎品：每位得獎者可獲港幣100元折扣優惠券合共 5 張（總值港幣 500 元） 參加此活動的次數不限，每位參加者於活動中最多贏取獎品一份☝🏻。折扣優惠券適用於所有PayMe商戶，消費滿港幣100元即可使用。折扣優惠券有效期為發放後兩個月。   參加資格：  ▶️年滿18歲 ▶️持有香港身份證之香港居民 ▶️活動期間身處香港 ▶️已經登記為PayMe用戶  活動日期：2022年6月23日中午12時至年6月30日下午11時59分 得獎名單公佈日期：2022年7月11日於此帖文公佈 條款及細則：https://grp.hsbc/6005z9K9W  儲值支付工具牌照編號：SVFB002    #滙豐 #滙豐香港 #PayMeHK #2022年消費券計劃第二階段 #全民一轉有賞   【Tell us your favourite consumption voucher reward to win discount vouchers!】 Rewards go to those who love them! PayMe is presenting a score of consumption voucher offers. Tell us which awesome reward you are most looking forward to in the comment box😍 for a chance to win PayMe discount vouchers worth HKD 500 to spend at any of the 35,000 outlets.  PayMe consumption voucher rewards: 1/ Registration reward 2/ Lucky draw 3/ Referral reward 4/ Referral grand prizes 5/ Promotions of PayMe merchants 6/ HSBC Credit Card reward 7/ HSBC Life customer reward  PayMe are also supporting local businesses with great offers. Spend with PayMe at local businesses to give them a boost: 8/ 0% transaction fees and new user rewards for new PayMe for Business customers  How to play the game: 1️⃣Follow the HSBC Hong Kong Facebook page_x000B_ 2️⃣Leave a comment on this post to tell us which reward you are most excited about (1-8) and tag 3 friends 3️⃣HSBC will randomly select 5 prize winners  Prizes: Each winner will get 5 discount vouchers each worth HKD 100 (Total: HKD 500)  Unlimited entries for the giveaway. Each participant can win one prize maximum☝🏻 The discount vouchers can be redeemed at all PayMe merchants with a minimum spend of HKD 100. Vouchers will expire 2 months after fulfilment._x000B_  Eligibility: ▶️Must be 18+ ▶️Must hold a HKID ▶️Must be in Hong Kong ▶️Must have a valid PayMe ID  Promotion period: 23 Jun 2022 – 30 Jun 2022 11:59pm Winner announcement date: 11 Jul 2022 on this post Terms & conditions: https://grp.hsbc/6004z9KiG  SVF License Number: SVFB002  #HSBC #HSBCHK #PayMeHK #2022PhaseIIConsumptionVoucherScheme #RewardsforAll",1012,4,408,1305,Payment_and_Transfer,0,0,1,0,0,0,0,0,1,0,0,0,Consumption_Voucher,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,消費券 優惠 留言 PayMe 讚好 Tag 抽獎,20,20,0.257184713
HSBC,26128,44746,"【跟完姜濤轉用PayMe拎消費券，當然要跟埋佢去食🍱！買🛍！玩😉！啦！】  大家係咪都跟住#姜の轉 轉咗用PayMe拎消費券😍？登記咗就係時候諗下點用好喇🤔！  全港有超過35,000間商店🏪接受PayMe付款，無論係食嘢、Shopping定去玩，都可以輕鬆PayMe！用埋PayMe使消費券，仲賞你超過港幣3,800元消費折扣同獎賞🎁，食買玩住賺！  第二階段消費券PayMe仲有更多獨家優惠，快啲約埋班朋友一齊轉用PayMe拎消費券啦：https://grp.hsbc/PMW2FBKTEPS 更多獎賞詳情：https://grp.hsbc/PMW2704OffPTC  #滙豐 #滙豐香港 #PayMeHK #2022年消費券計劃第二階段 #第二階段消費券 #全民一轉有賞 #姜の轉   *優惠推廣期至2022年（第二階段）消費券計劃登記期結束為止，所有獎賞送完即止。受條款及細則約束。 儲值支付工具牌照編號：SVFB002  【Ready to spend your consumption voucher with PayMe? Follow Keung To’s guide to eat 🍱, shop 🛍, play 😉! 】  After learning the #KTSpin, have you switched to PayMe to receive your consumption voucher 😍? It’s time to plan where to spend it 🤔!  You can eat, shop and play at over 35,000 outlets 🏪 that accept PayMe. Enjoy over HKD 3,800 in rewards 🎁 and offers while you eat, shop and play!  More exclusive PayMe offers are coming during the 2022 (Phase II) Consumption Voucher Scheme, so don’t forget to invite your friends to switch to PayMe to receive their consumption voucher to earn more rewards: https://grp.hsbc/PMW2FBKTEPS Learn more: https://grp.hsbc/PMW2704OffP  #HSBC #HSBCHK #PayMeHK #2022PhaseIIConsumptionVoucherScheme #PhaseIICVS #RewardsforAll #KTSpin  *Promotion period ends at the end of the 2022 (Phase II) Consumption Voucher Scheme registration period. Rewards are available while stock lasts. Terms and conditions apply. SVF license: SVFB002",2080,16,73,131,Payment_and_Transfer,0,0,0,0,0,0,0,0,1,0,0,0,Consumption_Voucher,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,姜濤 PayM 消費券 折扣 獎賞,19,19.01666667,0.213238609
HSBC,26065,44792,"【滙豐信用卡 — 最紅大折日：最後召集！玩「最紅SUMMERverse」Game有機會贏$1,000「獎賞錢」】  「最紅SUMMERverse」元宇宙Game即將結束啦！趁住最後機會，上去收集十大「『獎賞錢』寶藏」，就有機會贏$1,000「獎賞錢」～玩過嘅朋友，可以再上去行返轉，把握時間欣賞虛擬尖沙咀嘅靚景！快啲去邊玩邊睇啦：https://grp.hsbc/6180MBU96   仲有呀～滙豐信用卡最紅大折日嘅優惠都最後召集喇！快啲趁住暑假尾聲，把握本地簽賬優惠，賺取高達額外$1,600「獎賞錢」！優惠詳情：https://grp.hsbc/6181MBU9B  ・・・・・・・・・・ 滙豐信用卡最紅大折日，網羅全港至強奬賞陣營，「獎賞錢」更易賺、更易使，一齊好賞過Summer！仲未出卡？快啲申請：https://grp.hsbc/6180ynIB2 享迎新高達$1,000「獎賞錢」！  優惠須受條款及細則約束。借定唔借？還得到先好借！ 此優惠適用於身處香港的滙豐信用卡持有人。  #全港至強獎賞陣營 #獎賞錢易使易賺 #好賞過Summer #滙豐信用卡 #最紅大折日 #Minecraft #最紅SUMMERverse #元宇宙   【HSBC Credit Card - Red Hot Festival: Final Call! Win $1,000 RewardCash in the SUMMERverse game】   A few more days until the Metaverse game - the SUMMERverse ends! Don’t miss the chance to win $1,000 RewardCash by collecting 10 RewardCash treasures in the virtual Tsim Sha Tsui. Start the game now: https://grp.hsbc/6183MBU9D   The HSBC Credit Card Red Hot Festival offers will also end on the same day! Take the chance to spend locally and receive up to an extra $1,600 RewardCash. Learn more: https://grp.hsbc/6185MBU91  ・・・・・・・・・・ With all the comprehensive rewards offered by the HSBC Credit Card Red Hot Festival, you can earn and burn RewardCash anytime to make your summer more rewarding. Don‘t have an HSBC credit card yet? Apply now at https://grp.hsbc/6006zvzqw to receive a welcome offer of up to $1,000 RewardCash.   Terms & Conditions apply. To borrow or not to borrow? Borrow only if you can repay! The promotion is intended for HSBC credit card holders in Hong Kong.  #AMassiveNetworkofOffers #EarnandBurnRewardCashSmarter #EnjoySummerwithMoreOffers #HSBCCreditCard #RedHotFestival #SUMMERverse #Metaverse",2043,30,48,71,Credit_Cards,0,0,0,0,0,1,0,0,0,0,0,0,Metaverse_and_NFT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,信用卡 獎賞錢 元宇宙Game,18,18,0.200045076
HSBC,26186,44698,"【兌換外幣可享高達港幣10,000元現金獎賞🎁】 迎接世界轉變，滙豐致力優化流動及網上理財，務求讓您的理財日常變得更加簡單，兼享更多獎賞。由而家至2022年6月30日，用HSBC HK App或網上理財，你都可以隨時體驗更流暢便捷嘅外匯服務，滿足您嘅需要，兼享以下多重獎賞💱!  1⃣   高達港幣10,000元現金獎賞🎁 新外匯客戶每累積兌換港幣50,000元，即可享港幣100元現金回贈，最多可享合共港幣10,000元獎賞。  2⃣   高達11% 定存年利率優惠🎁 輕輕鬆鬆用HSBC HK App兌換指定貨幣並開立一週定期存款，可享額外+0.5%年利率，總年利率更可高達11%。  3⃣   外匯限價買賣享港幣100元現金獎賞🎁 設定外匯限價買賣並累積兌換達港幣50,000元或以上可享港幣100元現金獎賞。  即刻click入 https://grp.hsbc/6181zMyfX 了解更多！  *貨幣兌換涉及風險。優惠不能同時享用。優惠受條款及細則約束。  #滙豐 #香港滙豐流動理財應用程式 #滙豐個人網上理財 #外幣  [Enjoy a cash reward of up to HKD10,000 for FX transactions 🎁] Times are changing. At HSBC, we’re making Mobile and online banking easier and more rewarding than ever. From now till 30 June 2022, use HSBC HK App or Online Banking to enjoy smarter, better FX solutions tailored to your needs while earning multiple rewards 💱.    1⃣   Up to a HKD10,000 cash reward🎁 New FX customers can get a HKD100 cash rebate for every HKD50,000 of FX transactions, up to a total of HKD10,000.    2⃣   Enjoy a deposit interest rate of up to 11% p.a.🎁 Exchange funds to any of the designated currencies via the HSBC HK App and place a one-week time deposit to enjoy a bonus +0.5% p.a. interest for an aggregate interest rate of up to 11% p.a.  3⃣   A HKD100 Cash Reward for FX Order Watch 🎁  Set up FX Order Watch and accumulate an exchange amount of HKD50,000 or more via FX Order Watch and you’ll receive a HKD100 Cash Reward.   For details, visit https://grp.hsbc/6182zMyfk.  * Currency conversion involves risks. Offers cannot be used in conjunction. The offers are subject to terms and conditions.  #HSBC #HSBCHKApp  #HSBCOnlineBanking #Currencies",1981,24,63,92,Foreign_Exchange,1,1,0,0,0,0,0,0,0,0,0,0,Rewards,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,現金獎賞 外匯 現金回贈 定存年利率,10,10.4,0.198104851
HSBC,26156,44722,"【全民準備轉用PayMe！一轉有賞！🤩 】  學識姜濤 #姜の轉 就快啲下載PayMe拎第二階段消費券啦🌀！  仲未下載PayMe？提提你登記轉用PayMe拎第二階段消費券，一轉有賞，齊齊瓜分高達港幣4,000萬元獎賞，仲隨時贏走名貴房車🚗！咁豐富嘅獎賞等住你，仲唔即刻download？  立即下載：https://grp.hsbc/PMW2FBKT   #滙豐 #滙豐香港 #PayMeHK #2022年消費券計劃第二階段 #第二階段消費券 #全民一轉有賞  受條款及細則約束。 儲值支付工具牌照編號：SVFB002  【Get ready to switch to PayMe and earn exciting rewards! 🤩 】  Do you know how to do the “KT Spin”? Get ready to spin with Keung To and switch to PayMe to receive for the phase II consumption voucher🌀 !   Haven’t downloaded PayMe yet? Get ready to register to receive your phase II consumption voucher with PayMe, there will be HKD 40 million in rewards to give away. Even better, you can get a chance to win a luxury car 🚗 ! So make sure you’re PayMe-ready!   Download now: https://grp.hsbc/PMW2FBKT_x000B_  #HSBC #HSBCHK #PayMeHK #2022PhaseIIConsumptionVoucherScheme #PhaseIICVS #RewardsforAll  Terms and conditions apply. SVF license: SVFB002",1481,17,38,101,Payment_and_Transfer,0,0,0,0,0,0,0,0,1,0,0,0,Celebrity_and_Influencers,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,PayMe 姜濤 消費券 獎賞 房車,12,12,0.148726115
HSBC,26149,44729,"【集合吧！PayMe天團打卡隊！】 百米級超大型 姜濤 同PayMeow都會出現喺滙豐總行巨型屏幕上面😍，慶祝轉用PayMe拎消費券🎊！    PayMe天團超大型Lightshow將會喺6月19日6點38分首播📺，即刻mark定日子📅，集齊所有忠粉過嚟打卡啦💪🏻！    唔知你有咩心水打卡地點可以影得靚啲呢📸？記得 Share埋畀其他「PayMe天團打卡隊」隊員知呀📢！到時見🏢！   記得下載PayMe：https://grp.hsbc/PMW2FBKTLS   #滙豐 #滙豐香港 #PayMeHK #2022年消費券計劃第二階段 #第二階段消費券 #全民一轉有賞   儲值支付工具牌照編號：SVFB002  【Calling all fans of the PayMe duo - get your cameras ready!】  Standing at over 100 metres tall, Keung To and PayMeow are making an appearance on the massive walls of the HSBC Main Building 😍 to celebrate switching to PayMe to receive the consumption voucher 🎊!   The PayMe duo’s massive light show will premiere on 19 June at 6:38pm 📺 so mark your calendar now 📅 and join all the fans checking in on social media 💪🏻!   Do you have an ideal photogenic spot? 📸 Don’t forget to share it with other fans of the PayMe duo 📢 See you there 🏢!   Remember to download PayMe: https://grp.hsbc/PMW2FBKTLS  #HSBC #HSBCHK #PayMeHK #2022PhaseIIConsumptionVoucherScheme #RewardsforAll    SVF license: SVFB002",1387,16,67,98,Payment_and_Transfer,0,0,0,0,0,0,0,0,1,0,0,0,Celebrity_and_Influencers,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,PayMe 姜濤 消費券,15,15,0.14222636
HSBC,26112,44757,"【最後衝刺🚩！推薦更多朋友 贏走名貴房車🚗🌀 】   PayMe 天團召集所有識得 #姜の轉 嘅你🌀！推薦友好賞已經進入最後階段喇，發盡全力推薦更多朋友轉用PayMe拎消費券啦🎉！   推薦朋友除咗可以獲贈高達港幣150元消費折扣^，頭九位推薦最多嘅用戶仲可以贏走名貴房車或者智能電話🚗📱㖭！唔好等喇，快啲打開通訊錄，推薦晒畀所有朋友啦！  仲想提提你：最後機會得到神秘驚喜喇🎁！只要登記轉用 PayMe 拎消費券，喺7月15日至19日去我哋喺新城市廣場或apm嘅特設攤位，出示登記證明就有機會攞到！先到先得，記住搶先去睇吓啦🛍！  快啲下載PayMe：https://grp.hsbc/PMW2FBRem 更多獎賞詳情：https://grp.hsbc/6006zsgo6  #滙豐 #滙豐香港 #PayMeHK #2022年消費券計劃第二階段 #第二階段消費券 #全民一轉有賞 #7月23日截止登記   *優惠推廣期至2022年（第二階段）消費券計劃登記期結束為止，所有獎賞送完即止。 獎品圖片只供參考。受條款及細則約束。 ^推薦人最多可獲取10張折扣優惠券 儲值支付工具牌照編號：SVFB002  【Go all out for a win 🚩! Refer more friends, win a luxury car 🚗🌀】    Calling everyone who has mastered the KT Spin🌀 ! Show your support and refer your friends to switch to receive their consumption voucher with PayMe. The PayMe duo are rooting for you 🎉 !  Refer friends and enjoy up to HKD 150 discount vouchers^! The top referrer can even take home a luxury car or the latest smartphone 🚗📱! Open your contacts to refer all your friends today. What are you waiting for? We’re in the home straight! Let’s get going 🏁 !   Last call to get a special gift 🎁 ! Switch to receive your consumption voucher with PayMe and show your proof of registration at our special booth at New Town Plaza or apm from 15-19 July 2022 for a chance to win surprise rewards! First come, first served. Come and get it now 🛍 !  Download PayMe now: https://grp.hsbc/PMW2FBRem   Learn More: https://grp.hsbc/6008zsgoM  #HSBC #HSBCHK #PayMeHK #2022PhaseIIConsumptionVoucherScheme #PhaseIICVS #RewardsforAll #RegistrationEndsOnJuly23    *Promotion period ends at the end of the 2022 (Phase II) Consumption Voucher Scheme registration period. Rewards are available while stock lasts.    Pictures for rewards are for reference only. Terms and conditions apply.   ^Capped at 10x vouchers for referrers.   SVF license: SVFB002",1293,13,27,50,Payment_and_Transfer,0,0,0,0,0,0,0,0,1,0,0,0,Consumption_Voucher,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,房車 PayMe 消費券 折扣 推薦,15,15,0.124861342
HSBC,26106,44761,"【Last Call🚨 跟 #姜の轉 用PayMe拎消費券！轉咗請舉手🤚🏼】  大家係咪都已經練熟晒姜の轉😍，轉咗用PayMe拎消費券？仲未轉嘅你，依家就好轉喇，7月23號就截止㗎喇！  成功轉會賞你港幣25元折扣優惠券，超過40,000間大小商店都可以用到！每人仲獨享超過港幣3800元獎賞🎁，加埋好多好多商戶優惠，咁先係好賞多謝你！見到有朋友🧑🏻👩🏻未轉？推薦佢哋一齊轉，仲可以獲得高達港幣150元折扣優惠券^；推薦得最多嘅用戶仲可以贏走房車或智能手機㖭！  快啲Tag你未轉嘅朋友，一齊轉用PayMe拎消費券，瓜分高達港幣4,000萬元獎賞👍🏼！ 第一步下載PayMe先：https://grp.hsbc/PMW2FBKTW 更多獎賞詳情：https://grp.hsbc/PMW2707OffPTC  #滙豐 #滙豐香港 #PayMeHK #2022年消費券計劃第二階段 #第二階段消費券 #全民一轉有賞 #7月23日截止登記   *優惠推廣期至2022年（第二階段）消費券計劃登記期結束為止，所有獎賞送完即止。 獎品圖片只供參考。受條款及細則約束。 ^推薦人最多可獲取10張折扣優惠券 儲值支付工具牌照編號：SVFB002  【Last call!🚨 Do the #KTSpin and receive your consumption voucher with PayMe! Hands up if you switched🤚🏼】  Are you good at the KT Spin😍? Have you switched to PayMe to receive your consumption voucher yet? It’s time to do it! The registration period will end on 23 July!  Switching to PayMe, you can get an HKD 25 discount voucher to spend at over 40,000 outlets,  plus over HKD 3,800 worth of rewards with a score of merchant offers 🎁! Are any of your friends 🧑🏻👩🏻 yet to switch to PayMe? Invite them to switch together to get up to HKD 150 discount vouchers^. Even better, the top referrer can take home a luxury car or the latest smartphone!  Tag your friends who haven’t switched to PayMe to receive their consumption voucher with PayMe together and share up to HKD 40 million of rewards 👍🏼! Download PayMe first: https://grp.hsbc/PMW2FBKTW Learn More: https://grp.hsbc/PMW2707OffP  #HSBC #HSBCHK #PayMeHK #2022PhaseIIConsumptionVoucherScheme #PhaseIICVS #RewardsforAll #RegistrationEndsOnJuly23  *Promotion period ends at the end of the 2022 (Phase II) Consumption Voucher Scheme registration period. Rewards are available while stock lasts.  Pictures for rewards are for reference only. Terms and conditions apply. ^Capped at 10x vouchers for referrers. SVF license: SVFB002",1114,10,17,231,Payment_and_Transfer,0,0,0,0,0,0,0,0,1,0,0,0,Consumption_Voucher,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,PayMe 消費券 優惠券 房車 智能手機,15,15,0.124376286
HSBC,26163,44714,"【PayMe天團想大家轉轉轉？】  突發🚨！姜濤 傳授全新嘅自創轉身招式「 #姜の轉 」畀PayMeow，唔通「PayMeow x 姜濤」天團會再度登場🤩？  轉轉轉，再轉快啲💨！PayMeow轉到暈陀陀都要學識姜の轉 😵‍💫，因為無論姜濤幾忙，佢都要將姜の轉帶畀大家😍！  姜姜咁努力教人轉💦，傳聞同 #消費券 有關🧐。如果你都想學識姜の轉 ，記得𥄫實我哋PayMe天團最新動向喇👀！  #滙豐 #滙豐香港 #PayMeHK #2022年消費券計劃第二階段 #密切期待  儲值支付工具牌照編號：SVFB002  【PayMe duo calls for spins!】  Spoiler! Keung To teaches PayMeow how to do his original “KT Spin” move. Are the PayMe duo returning to the stage🤩?  Spin! Make it faster💨! Dizziness doesn’t stop PayMeow from learning the “KT Spin”. No matter how busy Keung To is, delivering the “KT Spin” to everyone is what he wants._x000B_  💦Rumours of “KT Spin” and #consumptionvoucher surface🧐. If you want to learn the dance move, stay tuned for more from the PayMe duo 👀!_x000B_  #HSBC #KeungTo #PayMeHK #2022PhaseIIConsumptionVoucherScheme  #StayTuned   SVF License Number: SVFB002",1162,9,72,100,Payment_and_Transfer,0,0,0,0,0,0,0,0,1,0,0,0,Celebrity_and_Influencers,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,PayMe 姜濤 消費券,12,12.91666667,0.121756982
HSBC,26210,44683,"【滙豐信用卡賞你笑多:D：開心Share心動秘密！】  正所謂：「問世間情為何物？ 」愛上此物，就令人容易有心動嘅感覺❤～就連 楊樂文 LokmanYeung 同 Tiger Yau 邱傲然 都抵抗唔到，動咗心呀！呢樣嘢仲成日氹得佢哋好開心，令佢哋Keep住哈哈大笑☺！你又估唔估到係咩呢？即刻去片睇吓啦👇🏻   想心動其實好簡單😚，而家用滙豐Red卡，網上簽賬話咁易就可以賺到4%「獎賞錢」回贈，就算用其他滙豐信用卡，登記網上簽賬優惠都賺到2.4%「獎賞錢」回贈，真係密密用、密密賺，好心動嘅獎賞呀！  心動優惠詳情：https://grp.hsbc/6180zBf4Q  優惠須受條款及細則約束。借定唔借？還得到先好借！    #滙豐信用卡 #賞你笑多啲 #獎賞錢 #最紅網上簽賬獎賞 #楊樂文 #邱傲然  【Smile as HSBC Credit Card brings you more rewards: The secret to spreading love and happiness】  Who is the love of your life? Or what is? There’s an item that you will definitely fall for ❤, just like how Lokman and Tiger couldn’t resist loving it because it has made them laugh so hard ☺!   Guess what it is and watch the video to find out! You can also easily fall in love with HSBC Red Credit Card for the reward it has to offer. Earn 4% RewardCash rebate when you spend online; or you may also earn 2.4% RewardCash rebate if you register for an online spending offer with other HSBC credit cards. Spend more and get more rewards, in the name of love!  Delightful offer details: https://grp.hsbc/6183zBf4x  Terms & Conditions apply. To borrow or not to borrow? Borrow only if you can repay!    #HSBCCreditCard #MoreRewardsSmileUponYou #RewardCash #RedHotOnlineSpendingRewards #Lokman #Tiger",1250,12,32,50,Credit_Cards,0,0,0,0,0,1,0,0,0,0,0,0,Celebrity_and_Influencers,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,信用卡 楊樂文 邱傲然 獎賞錢 回贈,19,19.03333333,0.121271926
