"path","id","parent_id","level","object_id","object_type","object_key","query_status","query_time","query_type","message","created_time","like_count","comment_count","error.message","from.name","from.id","comments.data","comments.summary.order","comments.summary.total_count","comments.summary.can_comment","reactions.data","reactions.summary.total_count","reactions.summary.viewer_reaction","like.data","like.summary.total_count","like.summary.viewer_reaction","love.data","love.summary.total_count","love.summary.viewer_reaction","haha.data","haha.summary.total_count","haha.summary.viewer_reaction","wow.data","wow.summary.total_count","wow.summary.viewer_reaction","sad.data","sad.summary.total_count","sad.summary.viewer_reaction","angry.data","angry.summary.total_count","angry.summary.viewer_reaction","id","summary.order","summary.total_count","summary.can_comment","parent.created_time","parent.message","paging.cursors.before","paging.cursors.after"
"367917229968244/367917229968244_5574276232665625/367917229968244_5574276232665625","7491","2279","2","367917229968244_5574276232665625","offcut","","fetched (200)","2022-10-12 08:21:53.454234","Facebook:/<post-id>/comments","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","chronological","5","True","","","WTI5dGJXVnVkRjlqZAFhKemIzSTZAORGM0T0RBek9EVXdOems1TnpZANU9qRTJOalF5T0RRMU9EYz0ZD","WTI5dGJXVnVkRjlqZAFhKemIzSTZANVE14TmpJMk9UWTFPVEV4TlRBNE9Ub3hOalkwTlRFM09UQXoZD"
"367917229968244/367917229968244_5566663690093546","2280","1510","1","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-01 19:27:54.218551","Facebook:/<page-id>/posts","【 你最期待嘅 0+3 出現了！】申請渣打國泰Mastercard®享HK$1=1里數  唔使再FF喇，期待之旅終於成真！想即刻衝出香港玩到盡、買到盡、歎到盡？立即申請渣打國泰Mastercard®全速賺里，換套機票出發啦！  全新信用卡客戶，成功申請渣打國泰Mastercard®專享： 頭HK$40,000簽賬HK$1 = 1 里數，賺高達40,000里數； 夠晒兌換日本來回機票(20,000里)兩張！ 免費延長里數結餘有效期，所以申請咗先講啦！  立即申請渣打國泰Mastercard®全速賺里換機票，個trip更盡興！  優惠受條款及細則約束。 借定唔借?還得到先好借！  #期待之旅終於起程 #玩到盡 #買到盡 #歎到盡 #全速賺里 #渣打國泰Mastercard #StandardCharteredCathayMastercard  #渣打香港 #StandardCharteredHK","2022-09-23T13:25:55+0000","","","","Standard Chartered Hong Kong","367917229968244","","ranked","22","True","","154","NONE","","122","NONE","","4","NONE","","21","NONE","","3","NONE","","0","NONE","","4","NONE","367917229968244_5566663690093546","","","","","","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7492","2280","2","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","計劃趕不上變化，點知到你返嚟會唔會改返14+0？","2022-09-23T14:37:33+0000","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7493","2280","2","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","晚上好。","2022-09-23T14:48:59+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7494","2280","2","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","擺明無乜人申請先咁快出廣告。 計劃趕不上變化，齊唔到腳咪去唔到旅行 賺里數卡無現金回贈咁實用。","2022-09-23T15:31:07+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7495","2280","2","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","之前簽～$5000，就有10000里。","2022-09-24T07:36:12+0000","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7496","2280","2","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","Harry Leung","2022-09-24T13:17:51+0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7497","2280","2","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","要捆綁申請銀行戶口","2022-09-24T13:47:45+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7498","2280","2","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","0+3使咩期待啫，0+0就話啫","2022-09-25T01:41:53+0000","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7499","2280","2","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","國泰不了","2022-09-25T05:22:37+0000","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7500","2280","2","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","我都等左個半月仲未批到張卡 算把啦","2022-09-25T08:45:08+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7501","2280","2","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","你好。","2022-09-25T10:16:41+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7502","2280","2","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","晚上好。","2022-09-25T14:12:08+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7503","2280","2","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","深夜好。😁。","2022-09-25T17:09:30+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7504","2280","2","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","用左好幾年 話我無渣打bank account,唔可以waive 年費 👋🏻👋🏻","2022-09-26T00:58:29+0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7505","2280","2","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","不過返香港仲要0-7日快測，第2…4…6…日要PCR  香港人諗真都覺得煩，再加上口罩令，咁多限制試問外國遊客又點會願意嚟香港？","2022-09-26T01:02:24+0000","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7506","2280","2","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","Joe Ho 改左0+3啦 7咩呀","2022-09-26T04:02:52+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022-09-26T01:02:24+0000","不過返香港仲要0-7日快測，第2…4…6…日要PCR  香港人諗真都覺得煩，再加上口罩令，咁多限制試問外國遊客又點會願意嚟香港？","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7507","2280","2","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","Karl Hoo 請去政府網頁睇睇，講明扺港後第一至七日都要快測，另外第二…四…六日都要做核酸","2022-09-26T04:24:40+0000","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022-09-26T01:02:24+0000","不過返香港仲要0-7日快測，第2…4…6…日要PCR  香港人諗真都覺得煩，再加上口罩令，咁多限制試問外國遊客又點會願意嚟香港？","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7508","2280","2","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","前日寫電郵問，無人回覆！😭😭😭","2022-09-26T15:17:52+0000","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7509","2280","2","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","你好ベッキー，我哋已經inbox左你啦。除左電郵之外，你都可以致電我哋嘅客戶服務熱線 (852) 2886 8888或到我們官方網站透過Stacy聯絡客戶服務主任查詢㗎!~Kelly","2022-09-27T01:13:47+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022-09-26T15:17:52+0000","前日寫電郵問，無人回覆！😭😭😭","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7510","2280","2","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","個申請system 低能到爆 要求又唔清唔楚 審批方式超級老土 要交n咁多樣資料原來到頭來只睇一樣 兜兜轉轉都係焗人開戶口 Hotline 接線生又亂up 24 拎到優惠之前已經比佢激死咗 中資銀行都不如 慳啲啦  ￼","2022-09-27T04:10:25+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7511","2280","2","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","張卡申請咗成個月仲未有批核結果！乜嘢資料都畀齊晒，仲畀多咗資料添！跟進個人電話日日打唔通，又唔打番畀我，又唔update我個進度，都唔知啲人點做野，渣打服務極度之差！垃圾渣打！🤮🤮","2022-09-27T09:38:41+0000","2","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7512","2280","2","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","Allen Cheung 完全同意！ 攞到優惠之前已經比佢激死咗","2022-09-27T09:53:26+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022-09-27T09:38:41+0000","張卡申請咗成個月仲未有批核結果！乜嘢資料都畀齊晒，仲畀多咗資料添！跟進個人電話日日打唔通，又唔打番畀我，又唔update我個進度，都唔知啲人點做野，渣打服務極度之差！垃圾渣打！🤮🤮","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7513","2280","2","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","Aroruasoe Cheng 我已經打咗幾次過去鬧人","2022-09-27T09:58:29+0000","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022-09-27T09:38:41+0000","張卡申請咗成個月仲未有批核結果！乜嘢資料都畀齊晒，仲畀多咗資料添！跟進個人電話日日打唔通，又唔打番畀我，又唔update我個進度，都唔知啲人點做野，渣打服務極度之差！垃圾渣打！🤮🤮","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7514","2280","2","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","未見過咁鬼垃圾嘅，中資銀行service都好過佢😡","2022-09-27T10:02:07+0000","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7515","2280","2","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","Allen Cheung 我都係 對住佢地真係佛都有火","2022-09-27T10:31:56+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022-09-27T09:38:41+0000","張卡申請咗成個月仲未有批核結果！乜嘢資料都畀齊晒，仲畀多咗資料添！跟進個人電話日日打唔通，又唔打番畀我，又唔update我個進度，都唔知啲人點做野，渣打服務極度之差！垃圾渣打！🤮🤮","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7516","2280","2","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","Allen Cheung 絕對認同!","2022-09-27T10:32:42+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022-09-27T10:02:07+0000","未見過咁鬼垃圾嘅，中資銀行service都好過佢😡","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7517","2280","2","367917229968244_5566663690093546","offcut","","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","chronological","38","True","","","WTI5dGJXVnVkRjlqZAFhKemIzSTZAPREEwTURreU1EZA3dOemd3TVRBNU9qRTJOak01TkRNNE5UTT0ZD","WTI5dGJXVnVkRjlqZAFhKemIzSTZAOVGs1TVRJM09EZAzROakkxTmpBek9qRTJOalF5TnpRM05qST0ZD"
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7518","2280","2","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","I am SC priority bank customer of HONG KONG. I would like to complain HONG KONG credit card hotline Center CS manager / Jessica Li Xiao Xuen with staff ID 1652156 as she totally don’t know how to handle customer angry feeling and complaint. She keep intensifying the angry emotion of customer by drop call. Please consider to directly ask her to quit","2022-09-27T13:16:39+0000","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7519","2280","2","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","JoJo Li 對住渣打 要睇清啲 TERMS CONDITIONS 呀，唔係得不償失","2022-09-27T14:53:26+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022-09-24T07:36:12+0000","之前簽～$5000，就有10000里。","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7520","2280","2","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","Hi Mamoru. Please check inbox. Thank you.~ May","2022-09-28T01:39:24+0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022-09-27T13:16:39+0000","I am SC priority bank customer of HONG KONG. I would like to complain HONG KONG credit card hotline Center CS manager / Jessica Li Xiao Xuen with staff ID 1652156 as she totally don’t know how to handle customer angry feeling and complaint. She keep intensifying the angry emotion of customer by drop call. Please consider to directly ask her to quit","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7521","2280","2","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","竟然最期待嘅唔係0＋0？","2022-09-29T18:32:50+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7522","2280","2","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","我張渣打卡，用了廿年，要$25 換1里。 我想取消哂所有渣打銀行服務😡","2022-09-30T06:43:02+0000","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7523","2280","2","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","等左咁耐，終於可以換miles飛啦","2022-09-30T06:46:13+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7524","2280","2","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","你好Claudia，多謝你一直支持我哋嘅信用卡服務呀! 不如你Inbox我哋，等我哋可以了解下詳情。~Kelly","2022-09-30T06:49:57+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022-09-30T06:43:02+0000","我張渣打卡，用了廿年，要$25 換1里。 我想取消哂所有渣打銀行服務😡","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7525","2280","2","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","晚上好。","2022-10-06T22:25:23+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7526","2280","2","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","Mamoru B Yuen good job man!","2022-10-09T08:27:31+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022-09-27T13:16:39+0000","I am SC priority bank customer of HONG KONG. I would like to complain HONG KONG credit card hotline Center CS manager / Jessica Li Xiao Xuen with staff ID 1652156 as she totally don’t know how to handle customer angry feeling and complaint. She keep intensifying the angry emotion of customer by drop call. Please consider to directly ask her to quit","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7527","2280","2","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","因為SC，絕對不用！","2022-10-09T08:28:13+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7528","2280","2","367917229968244_5566663690093546","data","data.*","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","期侍取消所有防疫限制就真 仲零加幾 零加幾簡直廢話","2022-10-10T09:42:28+0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"367917229968244/367917229968244_5566663690093546/367917229968244_5566663690093546","7529","2280","2","367917229968244_5566663690093546","offcut","","fetched (200)","2022-10-12 08:21:54.174937","Facebook:/<post-id>/comments","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","chronological","38","True","","","WTI5dGJXVnVkRjlqZAFhKemIzSTZAORGszTVRNeE5UTTFNek0xT1RRd09qRTJOalF5T0RRMU9Uaz0ZD","WTI5dGJXVnVkRjlqZAFhKemIzSTZAOVGcwTVRrME5qTTJPREUyT0RVME9qRTJOalV6T1RRNU5EZAz0ZD"
"367917229968244/367917229968244_5566609113432337","2281","1510","1","367917229968244_5566609113432337","data","data.*","fetched (200)","2022-10-01 19:27:54.218551","Facebook:/<page-id>/posts","【⚠️ 🔊 最新飛行廣播「0 + 3」抵達香港　 即刻用 miles 換機票嚟個快閃旅行！✈️ ✈️ ✈️ 】  用渣打國泰 Mastercard® 全速賺嘅 miles，終於有機會大派用場 🎉🎉！ 仲要啱啱好 😳，國泰會喺 10 月推出首批「國泰里賞航班」， 9 月 26 日下午2時起開放所有可預訂機位*💺 畀大家用里數兌換， 8 大特選里賞目的地，包括你哋最鍾意嘅 #日本大阪 、#韓國仁川 、#泰國曼谷 同 #馬來西亞吉隆坡 ！  🌐 航班目的地：大阪、仁川、曼谷、吉隆坡、河內、胡志明市、宿霧及馬尼拉 🕝 預訂日期：2022 年 9 月 26 日起至 2022 年 10 月 24 日 🕝 旅遊日期：2022 年 10 月 1 日至 2022 年 10 月 31 日  想用「里數 + 現金」方式 book 機票？由9 月 29 日起，國泰會員除咗有低至7折里數優惠，憑渣打國泰 Mastercard 簽帳，仲有額外 10% 里數回贈 🎊！  即刻 plan 返個快閃旅行 🗺，好好 take a break：https://bit.ly/3C5B6IK  *可預訂機位包含航班上所有機艙，均可以里數兌換，售完即止  借定唔借？還得到先好借。 優惠受條款及細則約束。  #期待之旅優先起程 #全速賺里數 #渣打國泰Mastercard #國泰 #StandardCharteredHK","2022-09-23T12:09:18+0000","","","","Standard Chartered Hong Kong","367917229968244","","ranked","7","True","","65","NONE","","55","NONE","","5","NONE","","0","NONE","","2","NONE","","1","NONE","","2","NONE","367917229968244_5566609113432337","","","","","","",""
"367917229968244/367917229968244_5566609113432337/367917229968244_5566609113432337","7530","2281","2","367917229968244_5566609113432337","data","data.*","fetched (200)","2022-10-12 08:21:54.546729","Facebook:/<post-id>/comments","你好。","2022-09-23T21:44:31+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
